procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
71  0   6144 2468140    188 6832272    0    0 85072  6056 84583 191967 79 19  1  0  0 2025-12-29 19:18:53
35  0   6144 2728480    188 6833840    0    0 97544  7025 92724 233969 73 20  6  0  0 2025-12-29 19:18:54
32  1   6144 2934552    188 6835084    0    0 125032  9914 92288 260959 64 25 11  0  0 2025-12-29 19:18:55
50  0   6144 2947244    188 6835520    0    0 126792  9820 83689 241956 57 23 17  0  2 2025-12-29 19:18:56
48  0   6144 2827488    188 6835952    0    0 122452  9372 84952 236257 71 23  7  0  0 2025-12-29 19:18:57
38  0   6144 2884980    188 6834700    0    0 120564  6807 95012 246606 69 23  8  0  0 2025-12-29 19:18:58
33  0   6144 2720476    188 6834336    0    0 102868 61617 94391 233950 72 24  4  0  0 2025-12-29 19:18:59
29  0   6144 2813244    188 6838028    0    0 116852 10939 92410 259567 63 25 11  1  0 2025-12-29 19:19:00
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
23  0   6144 2684120    188 6838040    0    0 100352  6568 87142 244306 68 21 10  0  2 2025-12-29 19:19:01
14  0   6144 2755864    188 6838500    0    0 96236  6654 86751 257421 64 21 14  1  0 2025-12-29 19:19:02
28  0   6144 2816504    188 6839220    0    0 133996 11749 93453 265898 61 26 12  0  0 2025-12-29 19:19:03
19  0   6144 2893480    188 6839144    0    0 157884 27816 92272 253673 57 26 15  0  1 2025-12-29 19:19:04
28  0   6144 2873332    188 6840768    0    0 150728 12446 87867 250053 56 26 16  0  2 2025-12-29 19:19:05
59  0   6144 2828208    188 6838924    0    0 123384  9707 87084 244166 61 25 12  0  2 2025-12-29 19:19:06
46  0   6144 2519828    188 6838508    0    0 29920  5221 79737 198040 83 16  1  0  0 2025-12-29 19:19:07
64  2   6144 2489108    188 6838188    0    0 67160  3233 84640 222972 79 17  3  1  0 2025-12-29 19:19:08
60  0   6144 2391500    188 6839036    0    0 62360  6564 79654 185229 83 16  1  0  0 2025-12-29 19:19:09
37  2   6144 2492932    188 6839276    0    0 46820  6619 71117 190273 81 16  3  0  0 2025-12-29 19:19:10
14  0   6144 2790076    188 6843516    0    0 100128  8069 85725 245821 63 22 14  0  1 2025-12-29 19:19:11
13  0   6144 2805308    188 6843860    0    0 143388  9770 93535 263814 59 25 15  0  1 2025-12-29 19:19:12
28  1   6144 2801064    188 6844756    0    0 150176 10492 89158 242899 57 26 16  0  1 2025-12-29 19:19:13
17  0   6144 2864940    188 6845484    0    0 151944 14515 93974 242704 58 26 15  0  1 2025-12-29 19:19:14
35  0   6144 2868028    188 6845640    0    0 157888 11855 89172 240192 53 26 19  0  2 2025-12-29 19:19:15
56  0   6144 2827520    188 6846024    0    0 123796 11425 92520 250484 64 24 11  0  1 2025-12-29 19:19:16
57  0   6144 2653104    188 6845560    0    0 83692  6772 81309 210561 74 20  5  0  1 2025-12-29 19:19:17
47  0   6144 2614724    188 6845484    0    0 82540  9348 88290 238341 75 21  4  0  0 2025-12-29 19:19:18
67  0   6144 2597544    188 6845904    0    0 53028  8876 78010 218264 76 20  4  0  0 2025-12-29 19:19:19
41  0   6144 2709924    188 6848700    0    0 63296  8184 82812 221019 71 22  6  1  0 2025-12-29 19:19:20
29  1   6144 2816644    188 6848308    0    0 95360  9123 85208 233049 70 24  7  0  0 2025-12-29 19:19:21
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
11  1   6144 2867444    188 6849508    0    0 101744  9042 83042 252778 59 24 14  2  2 2025-12-29 19:19:22
29  0   6144 2812944    188 6850896    0    0 141076  9389 93535 245434 59 26 13  1  1 2025-12-29 19:19:23
28  0   6144 2817680    188 6851924    0    0 125464 13149 93119 237377 61 26 13  0  0 2025-12-29 19:19:24
38  1   6144 2859072    188 6852876    0    0 85908 13801 83809 227331 72 22  5  1  0 2025-12-29 19:19:25
26  0   6144 2894556    188 6853724    0    0 85936 11516 83451 212435 76 21  3  0  0 2025-12-29 19:19:26
44  0   6144 2860340    188 6854508    0    0 102048  9115 83708 200820 75 22  3  0  1 2025-12-29 19:19:27
31  0   6144 2937260    188 6854620    0    0 109380  8198 91373 248590 67 22 11  0  0 2025-12-29 19:19:28
28  0   6144 2788220    188 6854108    0    0 110592  8777 94459 244005 72 22  6  0  0 2025-12-29 19:19:29
29  2   6144 2850016    188 6858372    0    0 111036 11397 88628 250405 65 25 10  0  0 2025-12-29 19:19:30
39  0   6144 2792088    188 6859540    0    0 142652 11917 91182 255616 63 25 12  0  1 2025-12-29 19:19:31
38  0   6144 2675092    188 6858980    0    0 94692  9865 83134 220759 72 21  5  1  1 2025-12-29 19:19:32
50  1   6144 2612484    188 6858972    0    0 69608  5963 86496 228534 78 19  3  0  0 2025-12-29 19:19:33
22  0   6144 2802832    188 6860268    0    0 99556  6809 88508 232345 73 22  5  0  0 2025-12-29 19:19:34
15  0   6144 2861284    188 6862480    0    0 128596 10535 85645 247732 59 25 15  0  1 2025-12-29 19:19:35
51  0   6144 2806808    188 6861740    0    0 123056 11405 87806 239771 66 24  9  0  0 2025-12-29 19:19:36
63  1   6144 2605244    188 6862100    0    0 70876  5385 65092 156531 76 21  1  0  1 2025-12-29 19:19:37
39  0   6144 2594432    188 6863252    0    0 71304  6416 70340 176504 71 26  3  0  0 2025-12-29 19:19:38
52  0   6144 2490872    188 6866444    0    0 76348  7261 74888 203793 72 26  3  0  0 2025-12-29 19:19:39
65  0   6144 2291060    188 6868148    0    0 52308 23579 63566 162562 82 18  0  0  0 2025-12-29 19:19:40
49  0   6144 2271468    188 6887420    0    0 52364  4958 61536 162655 82 17  1  0  0 2025-12-29 19:19:41
51  0   6144 2299260    188 6894764    0    0 24656  6104 64886 190234 80 17  2  0  1 2025-12-29 19:19:42
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
45  0   6144 2637452    188 6870372    0    0 43428 12520 70094 232569 68 25  7  0  0 2025-12-29 19:19:43
17  0   6144 2748632    188 6868288    0    0 109060  7872 81643 219661 59 32  8  0  0 2025-12-29 19:19:44
32  0   6144 2732480    188 6869656    0    0 103924 10744 84391 230132 63 27  9  0  0 2025-12-29 19:19:45
58  0   6144 2688536    188 6869804    0    0 105704  8590 85111 238512 62 26 12  0  0 2025-12-29 19:19:46
56  0   6144 2481648    188 6869080    0    0 64096  5235 72097 201585 79 19  1  0  1 2025-12-29 19:19:47
55  0   6144 2369680    188 6869476    0    0 75008 20254 86613 213652 77 22  2  0  0 2025-12-29 19:19:48
42  0   6144 2449268    188 6868044    0    0 38464  4825 82963 207416 82 16  1  0  0 2025-12-29 19:19:49
47  0   6144 2337352    188 6870884    0    0 20468  4356 70889 197814 81 17  2  0  0 2025-12-29 19:19:50
43  1   6144 2485540    188 6888392    0    0 38952 36512 80003 214944 74 20  5  1  0 2025-12-29 19:19:51
50  0   6144 2666448    188 6889888    0    0 65308  5165 75010 223520 65 22 11  0  2 2025-12-29 19:19:52
34  0   6144 2656712    188 6875380    0    0 107984  8727 80502 230069 62 24 13  0  0 2025-12-29 19:19:53
41  0   6144 2924040    188 6876964    0    0 141484  9117 88467 239568 58 25 16  0  1 2025-12-29 19:19:54
38  0   6144 2882084    188 6878652    0    0 147412 12435 88335 232860 57 26 15  0  1 2025-12-29 19:19:55
70  1   6144 2754788    188 6877316    0    0 99276  8124 78817 215042 69 23  7  0  0 2025-12-29 19:19:56
72  0   6144 2428728    188 6876504    0    0 30596  5954 66219 176966 84 15  0  0  1 2025-12-29 19:19:57
46  0   6144 2469768    188 6875796    0    0 34700  3314 73234 189018 85 14  1  0  0 2025-12-29 19:19:58
34  1   6144 2525804    188 6876660    0    0 64128  5114 88767 228587 80 19  1  0  0 2025-12-29 19:19:59
53  0   6144 2474084    188 6879208    0    0 60252  7433 92082 240252 78 19  3  0  0 2025-12-29 19:20:00
25  0   6144 2747268    188 6881160    0    0 128912  8482 95515 246495 68 25  7  0  0 2025-12-29 19:20:01
27  0   6144 2769140    188 6882072    0    0 136908  9098 84252 240409 60 24 16  0  0 2025-12-29 19:20:02
18  1   6144 2790304    188 6883756    0    0 145252 10224 84939 244227 57 26 15  0  2 2025-12-29 19:20:03
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
35  0   6144 2957364    188 6883496    0    0 134152  9531 84416 236391 59 26 14  1  1 2025-12-29 19:20:04
27  0   6144 2836108    188 6883372    0    0 105616  7107 86335 210113 70 22  8  0  0 2025-12-29 19:20:05
26  0   6144 2815584    188 6884204    0    0 77248  7360 78135 225942 65 21 13  0  0 2025-12-29 19:20:06
37  0   6144 2693636    188 6884328    0    0 88620  7164 73021 206024 74 20  6  0  0 2025-12-29 19:20:07
56  0   6144 2687892    188 6884760    0    0 113704  8421 86173 201591 75 22  2  0  1 2025-12-29 19:20:08
48  0   6144 2704784    188 6885648    0    0 140864  7414 96010 239082 72 23  5  0  0 2025-12-29 19:20:09
18  0   6144 2742020    188 6889376    0    0 126172 28478 95656 244046 69 23  8  0  0 2025-12-29 19:20:10
33  0   6144 2769836    188 6890632    0    0 137328 10526 91246 244332 59 25 15  0  1 2025-12-29 19:20:11
29  0   6144 2729324    188 6891048    0    0 122368 12170 83270 236787 61 25 14  0  0 2025-12-29 19:20:12
48  0   6144 2647096    188 6890748    0    0 112812  6410 82853 223066 68 22  8  0  2 2025-12-29 19:20:13
18  0   6144 2751328    188 6891440    0    0 147444  7017 93504 243748 67 22  9  2  0 2025-12-29 19:20:14
22  0   6144 2840496    188 6891916    0    0 160532  9194 90798 244754 57 26 16  0  2 2025-12-29 19:20:15
42  0   6144 2798660    188 6893056    0    0 102932 11444 90141 248764 65 24 10  0  1 2025-12-29 19:20:16
50  0   6144 2586580    188 6892704    0    0 49584  6256 68571 188310 80 17  3  0  0 2025-12-29 19:20:17
85  0   6144 2510680    188 6891224    0    0 61772  6487 76640 209249 76 20  4  0  1 2025-12-29 19:20:18
40  0   6144 2522556    188 6891248    0    0 38288  7464 75544 205654 75 19  6  0  0 2025-12-29 19:20:19
61  1   6144 2453100    188 6893324    0    0 70892  7124 80934 207162 73 21  5  1  0 2025-12-29 19:20:20
48  0   6144 2408656    188 6896172    0    0 50260  5750 67120 175939 77 20  3  0  0 2025-12-29 19:20:21
27  1   6144 2444068    188 6896212    0    0 62236  5483 63886 151670 80 19  1  0  0 2025-12-29 19:20:22
39  0   6144 2413188    188 6896828    0    0 71496  4827 82165 230473 73 21  5  0  1 2025-12-29 19:20:23
33  0   6144 2697676    188 6900224    0    0 102852  8793 98828 261457 69 23  7  0  0 2025-12-29 19:20:24
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
33  0   6144 2664904    188 6904180    0    0 96072 16296 92193 235740 67 26  6  1  0 2025-12-29 19:20:25
19  0   6144 2680220    188 6905008    0    0 131860 11019 88455 238128 70 23  7  0  0 2025-12-29 19:20:26
30  0   6144 2541704    188 6904696    0    0 103748  9049 85742 262127 72 22  6  0  0 2025-12-29 19:20:27
57  0   6144 2608836    188 6905096    0    0 101440  9432 80388 240178 68 21  9  0  1 2025-12-29 19:20:28
57  0   6144 2492104    188 6904516    0    0 75044  6687 73565 164158 80 19  2  0  0 2025-12-29 19:20:29
40  0   6144 2624004    188 6905580    0    0 88764  9651 85921 207675 71 23  6  0  0 2025-12-29 19:20:30
31  0   6144 2606632    188 6908688    0    0 153948 10099 99795 256109 61 26 12  0  1 2025-12-29 19:20:31
26  0   6144 2632348    188 6910292    0    0 123148 10800 97806 246281 62 24 12  1  0 2025-12-29 19:20:32
37  0   6144 2631408    188 6910072    0    0 135184  9760 95313 260343 57 26 15  0  2 2025-12-29 19:20:33
48  0   6144 2816608    188 6911304    0    0 143876 12911 86191 249489 58 27 14  0  1 2025-12-29 19:20:34
37  0   6144 2807476    188 6911844    0    0 174264 13227 94835 243640 55 29 16  0  1 2025-12-29 19:20:35
49  0   6144 2732056    188 6912144    0    0 139924 11825 93344 239970 59 26 14  0  1 2025-12-29 19:20:36
64  0   6144 2525428    188 6910748    0    0 83784  6083 78199 176256 81 18  1  0  0 2025-12-29 19:20:37
69  0   6144 2367732    188 6910792    0    0 50328  4326 69607 164306 76 21  1  0  1 2025-12-29 19:20:38
40  1   6144 2505840    188 6916972    0    0 26868  6595 66128 188334 72 24  3  1  0 2025-12-29 19:20:39
69  3   6144 2237040    188 6936548    0    0 19884 37608 58529 173248 79 19  1  0  0 2025-12-29 19:20:40
57  0   6144 2225912    188 6945384    0    0 66168 11226 68585 192216 81 18  1  0  0 2025-12-29 19:20:41
52  0   6144 2233156    188 6961496    0    0 51132  5455 66843 187250 82 17  0  0  0 2025-12-29 19:20:42
73  0   6144 2158872    188 6952496    0    0 65812  5322 63796 159420 81 18  1  0  0 2025-12-29 19:20:43
69  0   6144 2676976    188 6941404    0    0 53800  6547 68416 189078 73 24  2  0  1 2025-12-29 19:20:44
58  0   6144 2572700    188 6938492    0    0 63552  6918 76186 193080 71 25  3  0  0 2025-12-29 19:20:45
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
53  0   6144 2602524    188 6939340    0    0 63820 20936 79261 213104 74 23  2  0  0 2025-12-29 19:20:46
65  0   6144 2375824    188 6938264    0    0 41656  5046 73691 179046 83 16  0  0  0 2025-12-29 19:20:47
66  0   6144 2111100    188 6938680    0    0 33092  3639 69395 181758 82 17  1  0  0 2025-12-29 19:20:48
50  0   6144 2404228    188 6939472    0    0 63516 20775 74361 189318 76 21  2  0  1 2025-12-29 19:20:49
47  2   6144 2289664    188 6940540    0    0 59828  4686 69558 182793 75 21  4  0  0 2025-12-29 19:20:50
25  0   6144 2405252    188 6944844    0    0 78608  7419 84837 206340 73 22  5  1  0 2025-12-29 19:20:51
53  0   6144 2483496    188 6946476    0    0 95348  7448 80336 227421 66 25  9  0  0 2025-12-29 19:20:52
43  0   6144 2338096    188 6947020    0    0 69572  6826 65083 200919 74 22  4  0  0 2025-12-29 19:20:53
28  0   6144 2513436    188 6948440    0    0 71412  5558 72276 227830 63 22 12  0  3 2025-12-29 19:20:54
35  0   6144 2587536    188 6948576    0    0 112228 10477 80496 245450 60 26 14  0  0 2025-12-29 19:20:55
30  1   6144 2572008    188 6949760    0    0 90852  9559 90092 234436 68 22 10  0  0 2025-12-29 19:20:56
27  0   6144 2453304    188 6948972    0    0 87704  8324 91904 248475 73 21  7  0  0 2025-12-29 19:20:57
45  0   6144 2526676    188 6949788    0    0 96704  8130 89230 245992 67 23 10  0  0 2025-12-29 19:20:58
25  0   6144 2479100    188 6948916    0    0 75196  8247 80060 210636 72 21  7  0  1 2025-12-29 19:20:59
34  0   6144 2572040    188 6953168    0    0 85216 46570 88816 263303 63 25 10  1  0 2025-12-29 19:21:00
51  0   6144 2453596    188 6953132    0    0 99416  9952 85937 213641 75 23  2  0  0 2025-12-29 19:21:01
28  0   6144 2553608    188 6953932    0    0 82456  8412 83743 227936 72 22  6  0  0 2025-12-29 19:21:02
43  0   6144 2658460    188 6954376    0    0 130920  8749 82845 230561 59 25 15  0  0 2025-12-29 19:21:03
19  0   6144 2758124    188 6955696    0    0 115824 10020 84775 238216 57 25 15  1  1 2025-12-29 19:21:04
21  0   6144 2753256    188 6955604    0    0 163832 11290 100743 247926 57 28 15  0  0 2025-12-29 19:21:05
18  0   6144 2720772    188 6955036    0    0 133936 12865 96043 255133 60 25 14  0  1 2025-12-29 19:21:06
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
48  0   6144 2584952    188 6955780    0    0 91924  9107 86341 239888 71 22  7  0  0 2025-12-29 19:21:07
58  0   6144 2586076    188 6956252    0    0 71400  8146 88921 229794 72 23  5  0  0 2025-12-29 19:21:08
35  0   6144 2433632    188 6956528    0    0 66352  5484 91197 237205 79 18  2  0  1 2025-12-29 19:21:09
32  2   6144 2498288    188 6958416    0    0 73576  5213 80260 222695 74 19  6  2  0 2025-12-29 19:21:10
24  0   6144 2634196    188 6960128    0    0 108572 10984 85363 264547 63 24 13  0  0 2025-12-29 19:21:11
38  0   6144 2572248    188 6960956    0    0 77868  9964 78511 252134 67 21 11  0  0 2025-12-29 19:21:12
20  0   6144 2665676    188 6960628    0    0 105568  8460 82652 239256 65 24 11  0  0 2025-12-29 19:21:13
16  0   6144 2766176    188 6962676    0    0 139640 10665 86210 235059 53 26 18  1  2 2025-12-29 19:21:14
29  1   6144 2749296    188 6962896    0    0 138988 11525 89150 245703 56 27 15  0  1 2025-12-29 19:21:15
50  0   6144 2701552    188 6963172    0    0 112532 10037 86978 238911 61 26 12  0  1 2025-12-29 19:21:16
49  0   6144 2390056    188 6962268    0    0 56312  6957 67722 190351 79 18  3  0  0 2025-12-29 19:21:17
49  0   6144 2428716    188 6961764    0    0 45868  4796 79314 217862 77 20  3  0  0 2025-12-29 19:21:18
41  0   6144 2437432    188 6961140    0    0 53724  7112 78730 213652 73 20  5  0  2 2025-12-29 19:21:19
35  0   6144 2573156    188 6962844    0    0 90004 10332 86092 211728 71 24  5  0  0 2025-12-29 19:21:20
21  1   6144 2685816    188 6966432    0    0 94804  8303 91425 242252 68 26  5  0  0 2025-12-29 19:21:21
27  0   6144 2685996    188 6967028    0    0 116732 27758 91093 253654 61 26 13  0  0 2025-12-29 19:21:22
27  0   6144 2493984    188 6969156    0    0 128156  8540 94577 245126 62 28 10  0  0 2025-12-29 19:21:23
48  0   6144 2559180    188 6968984    0    0 101844  8598 79779 228123 62 25 11  0  2 2025-12-29 19:21:24
49  1   6144 2386080    188 6970724    0    0 75136  5081 84066 227296 71 22  6  0  0 2025-12-29 19:21:25
55  0   6144 2495308    188 6974748    0    0 53352 13046 79021 208920 73 21  6  0  0 2025-12-29 19:21:26
42  0   6144 2461512    188 6974384    0    0 100812  9182 95672 232481 72 23  5  0  0 2025-12-29 19:21:27
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
40  0   6144 2531876    188 6974196    0    0 98312  9351 93067 238285 68 24  8  0  0 2025-12-29 19:21:28
